銘柄コード,銘柄名称,銘柄略称
9927,ワットマン,ワットマン
9928,ミロク情報サービス,ミロク情報
9929,平和紙業,平和紙業
9930,北沢産業,北沢産業
9932,杉本商事,杉本商事
9934,因幡電機産業,因幡電産
9936,王将フードサービス,王将フード
9941,太洋物産,太洋物産
9946,ミニストップ,ミニストップ
9948,アークス,アークス
9950,ハチバン,ハチバン
9955,ヨンキュウ,ヨンキュウ
9956,バローホールディングス,バローＨＤ
9959,アシードホールディングス,アシードＨＤ
9960,東テク,東テク
9962,ミスミグループ本社,ミスミＧ
9969,ショクブン,ショクブン
9972,アルテック,アルテック
9973,ＫＯＺＯホールディングス,ＫＯＺＯＨＤ
9974,ベルク,ベルク
9976,セキチュー,セキチュー
9978,文教堂グループホールディングス,文教堂ＨＤ
9979,大庄,大庄
9980,ＭＲＫホールディングス,ＭＲＫ　ＨＬＤ
9982,タキヒヨー,タキヒヨー
9983,ファーストリテイリング,ファーストリテ
9984,ソフトバンクグループ,ソフトバンクグループ
9986,蔵王産業,蔵王産業
9987,スズケン,スズケン
9989,サンドラッグ,サンドラッグ
9990,サックスバー　ホールディングス,サックスバーＨＤ
9991,ジェコス,ジェコス
9993,ヤマザワ,ヤマザワ
9994,やまや,やまや
9996,サトー商会,サトー商会
9997,ベルーナ,ベルーナ
6797,名古屋電機工業,名古屋電機工業
5356,美濃窯業,美濃窯業
5868,ロココ,ロココ
5869,早稲田学習研究会,早稲田学習研究会
5622,ワンビ,Ｐ－ワンビ
2012,ｉシェアーズ　米国債０－３ヶ月　ＥＴＦ,ｉＳ米国債０３月
2013,ｉシェアーズ　米国高配当株　ＥＴＦ,ｉＳ米国高配当株
2014,ｉシェアーズ　米国連続増配株　ＥＴＦ,ｉＳ米国連続増配株
5893,ＲＡＶＩＰＡ,Ｐ－ＲＡＶＩＰＡ
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,ＳＯＬＩＺＥ　ＨＤ
2015,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジなし）,ｉＦ米国債７１０Ｈ無
2016,ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジあり）,ｉＦ米国債７１０Ｈ有
2017,ｉＦｒｅｅＥＴＦ　ＪＰＸプライム１５０,ｉＦＪＰＸプラ１５０
2018,グローバルＸ　ＵＳ　ＲＥＩＴ・トップ２０　ＥＴＦ,ＧＸＵＳリート２０
2019,グローバルＸ　米国優先証券　ＥＴＦ（隔月分配型）,ＧＸ優先証券隔月
130A,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,Ｇ－ＶＩＳ
131A,ＣＣＮグループ,Ｐ－ＣＣＮグループ
132A,アイエヌホールディングス,Ｐ－アイエヌＨＤ
133A,グローバルＸ　超短期米国債　ＥＴＦ,ＧＸ超短期米国債
134A,アプライズ,Ｐ－アプライズ
135A,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,Ｇ－ＶＲＡＩＮ
136A,三興商事,Ｐ－三興商事
137A,Ｃｏｃｏｌｉｖｅ,Ｇ－Ｃｏｃｏｌｉｖｅ
138A,光フードサービス,Ｇ－光フードサービス
139A,東日本地所,Ｐ－東日本地所
140A,ｉＦｒｅｅＥＴＦ　米国１０年国債先物インバース,ｉＦ米１０国債ベア
141A,トライアルホールディングス,Ｇ－トライアル
142A,ジンジブ,Ｇ－ジンジブ
143A,イシン,Ｇ－イシン
144A,エネルギーパワー,Ｐ－エネルギーパワー
145A,Ｌ　ｉｓ　Ｂ,Ｇ－エルイズビー
146A,コロンビア・ワークス,コロンビア・ワークス
147A,ソラコム,Ｇ－ソラコム
148A,ハッチ・ワーク,Ｇ－ハッチ・ワーク
149A,シンカ,Ｇ－シンカ
150A,ＪＳＨ,Ｇ－ＪＳＨ
151A,ダイブグループ,Ｇ－ダイブグループ
152A,オプティ,Ｐ－オプティ
153A,カウリス,Ｇ－カウリス
154A,ＧＡＩＡ,Ｐ－ＧＡＩＡ
155A,情報戦略テクノロジー,Ｇ－情報戦略
156A,マテリアルグループ,Ｇ－マテリアルＧ
157A,グリーンモンスター,Ｇ－Ｇモンスター
158A,エクセリ,Ｐ－エクセリ
159A,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸプライム１５０指数連動型上場投信,ＪＰＸプライム１５０
162A,ＡＩセレクトメガトレンド　日本株（ネットリターン）ＥＴＮ,ＡＩセレクトＥＴＮ
163A,半導体フォーカス　日本株（ネットリターン）ＥＴＮ,半導体ＥＴＮ
160A,アズパートナーズ,アズパートナーズ
161A,三葉,Ｐ－三葉
164A,アップルパーク,Ｐ－アップルパーク
165A,ＳＢＩレオスひふみ,Ｇ－ＳＢＩレオス
166A,タスキホールディングス,タスキＨＤ
167A,リョーサン菱洋ホールディングス,リョーサン菱洋
170A,ＳＭＴ　ＥＴＦ日本好配当株アクティブ,ＳＭＴ　日本好配当株
171A,ゼロジャパン,Ｐ－ゼロジャパン
172A,ネオホーム,Ｐ－ネオホーム
168A,イタミアート,Ｇ－イタミアート
173A,ハンモック,Ｇ－ハンモック
178A,グローバルＸ　革新的優良企業　ＥＴＦ,ＧＸ革新優良企業
179A,グローバルＸ　超長期米国債　ＥＴＦ（為替ヘッジあり）,ＧＸ超長期米国債Ｈ
180A,グローバルＸ　超長期米国債　ＥＴＦ,ＧＸ超長期米国債
175A,Ｗｉｌｌ　Ｓｍａｒｔ,Ｇ－ウィルスマート
176A,レジル,Ｇ－レジル
177A,コージンバイオ,Ｇ－コージンバイオ
181A,ＭＡＸＩＳ米国国債１－３年上場投信（為替ヘッジなし）,ＭＸ米債１－３ヘ無
182A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,ＭＸ米債２０超ヘ無
183A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,ＭＸ米債２０超ヘ有
188A,グローバルＸ　インド・トップ１０＋　ＥＴＦ,ＧＸ印度トップ１０＋
184A,学びエイド,Ｇ－学びエイド
185A,リサイクルテック・ジャパン,Ｐ－リサイクルテック
200A,ＮＥＸＴ　ＦＵＮＤＳ　日経半導体株指数連動型上場投信,日経半導体株ＥＴＦ
186A,アストロスケールホールディングス,Ｇ－アストロスケール
199A,メディエア,Ｐ－メディエア
189A,Ｄ＆Ｍカンパニー,Ｇ－Ｄ＆Ｍカンパニー
201A,ｉシェアーズ　Ｎｉｆｔｙ　５０　インド株　ＥＴＦ,ｉＳＮＩＦＴＹ５０
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,Ｇ－Ｃｈｏｒｄｉａ
191A,ミモザ,Ｐ－ミモザ
192A,インテグループ,Ｇ－インテグループ
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,Ｇ－ＭＵＳＣＡＴ　Ｇ
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,Ｇ－ＷＯＬＶＥＳ
197A,タウンズ,タウンズ
198A,ＰｏｓｔＰｒｉｍｅ,Ｇ－ポストプライム
196A,ＭＦＳ,Ｇ－ＭＦＳ
207A,ライジングコーポレーション,Ｐ－ライジング
210A,ｉＦｒｅｅＥＴＦ　日経高利回りＲＥＩＴ指数,ｉＦ日経高リート
202A,豆蔵,Ｇ－豆蔵
203A,シュンビン,Ｐ－シュンビン
204A,タイヨーパッケージ,Ｐ－タイヨーパッケー
205A,ロゴスホールディングス,Ｇ－ロゴスＨＤ
208A,構造計画研究所ホールディングス,構造計画ＨＤ
206A,ＰＲＩＳＭ　ＢｉｏＬａｂ,Ｇ－ＰＲＩＳＭＢｉｏ
209A,小野谷機工,Ｐ－小野谷機工
213A,上場インデックスファンド日経半導体株,上場日経半導体
217A,サポート,Ｐ－サポート
211A,カドス・コーポレーション,カドス
221A,ＭＡＸＩＳ日経半導体株上場投信,ＭＸＳ日経半導体株
212A,フィットイージー,フィットイージー
223A,グローバルＸ　ＡＩ＆ビッグデータ　ＥＴＦ,ＧＸＡＩビッグデータ
224A,グローバルＸ　ウラニウムビジネス　ＥＴＦ,ＧＸウラニウム
215A,タイミー,Ｇ－タイミー
216A,ライフクリエイト,Ｐ－ライフクリエイト
218A,Ｌｉｂｅｒａｗａｒｅ,Ｇ－リベラウェア
219A,Ｈｅａｒｔｓｅｅｄ,Ｇ－ハートシード
226A,勝美ジャパン,Ｐ－勝美ジャパン
220A,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,ファベル
227A,ＩＮＳＩＧＨＴ　ＬＡＢ,Ｐ－インサイトラボ
222A,ＮＩＣＳ,Ｐ－ＮＩＣＳ
229A,アスミホールディングス,Ｐ－アスミＨＤ
233A,ｉＦｒｅｅＥＴＦ　インドＮｉｆｔｙ５０,ｉＦインドＮ５０
228A,オプロ,Ｇ－オプロ
234A,グローバルＸ　ＭＳＣＩ　キャッシュフローキング－日本株式　ＥＴＦ,ＧＸＣＦキング日株
235A,グローバルＸ　高配当３０－日本株式　ＥＴＦ,ＧＸ高配当３０日株
236A,ｉシェアーズ　日本国債７－１０年　ＥＴＦ,ｉＳ日本国債七十
237A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ,ｉＳ米国債二十五
238A,ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ（為替ヘッジあり）,ｉＳ米国債二十五ヘジ
239A,バレッグス,Ｐ－バレッグス
252A,ウェッジ,Ｐ－ウェッジ
257A,ＳＭＴ　ＥＴＦ日本株厳選投資アクティブ,ＳＭＴ　日本株厳選投
258A,ＳＭＴ　ＥＴＦ国内リート厳選投資アクティブ,ＳＭＴ　内リート厳選
241A,ＲＯＸＸ,Ｇ－ＲＯＸＸ
243A,トップス,Ｐ－トップス
244A,グロースエクスパートナーズ,Ｇ－グロースエクスパ
245A,ＩＮＧＳ,Ｇ－ＩＮＧＳ
246A,アスア,Ｇ－アスア
248A,キッズスター,Ｇ－キッズスター
247A,Ａｉロボティクス,Ｇ－Ａｉロボティクス
249A,ヒューマンアジャスト,Ｐ－ヒューマンＡ
251A,ニューロマジック,Ｐ－ニューロマジック
250A,シマダヤ,シマダヤ
253A,ＥＴＳグループ,ＥＴＳグループ
254A,ＡＩフュージョンキャピタルグループ,ＡＩフュージョンＣＧ
255A,ジーエルテクノホールディングス,ジーエルテクノＨＤ
256A,飛島ホールディングス,飛島ＨＤ
260A,オルツ,Ｇ－オルツ
261A,日水コン,日水コン
262A,インターメスティック,インターメスティック
263A,デジタルキューブ,Ｐ－デジタルキューブ
264A,Ｓｃｈｏｏ,Ｇ－Ｓｃｈｏｏ
9023,東京地下鉄,東京メトロ
267A,トワライズ,Ｐ－トワライズ
266A,グローカルマーケティング,Ｐ－グローカルマーケ
268A,リガク・ホールディングス,リガク
265A,Ｈｍｃｏｍｍ,Ｇ－エイチエムコム
269A,Ｓａｐｅｅｔ,Ｇ－Ｓａｐｅｅｔ
271A,アクセリア,Ｐ－アクセリア
273A,ＳＢＩ　サウジアラビア株式上場投信,ＳＢＩサウジ上場投信
275A,ハンワホームズ,ハンワホームズ
279A,インターグ,Ｐ－インターグ
282A,グローバルＸ　半導体・トップ１０－日本株式　ＥＴＦ,ＧＸ半導体１０日株
283A,グローバルＸ　ＵＳ　テック・配当貴族　ＥＴＦ,ＧＸＵＳテック配貴族
274A,ガーデン,ガーデン
284A,フクヤ建設,Ｐ－フクヤ建設
276A,ククレブ・アドバイザーズ,Ｇ－ククレブ
277A,グロービング,グロービング
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,Ｇ－テラドローン
294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,気候変動ＥＴＦ
280A,ＴＭＨ,Ｇ－ＴＭＨ
281A,インフォメティス,Ｇ－インフォメティス
7075,ＱＬＳホールディングス,Ｇ－ＱＬＳ
286A,ユカリア,Ｇ－ユカリア
295A,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,Ｏｎｅ・サウジ
288A,ラクサス・テクノロジーズ,Ｇ－ラクサス
305A,ダブルツリー,Ｐ－ダブルツリー
307A,ハウジング・スタッフ,Ｐ－ハウジング・Ｓ
287A,黒田グループ,黒田グループ
291A,リスキル,Ｇ－リスキル
285A,キオクシアホールディングス,キオクシアＨＤ
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,Ｇ－Ｓｙｎｓ
292A,エスアイイー,Ｐ－エスアイイー
293A,ＢＡＢＹ　ＪＯＢ,Ｐ－ＢＡＢＹ　ＪＯＢ
299A,クラシル,Ｇ－クラシル
308A,ぽすとめいとホールディングス,Ｐ－ぽすとめいとＨＤ
296A,令和アカウンティング・ホールディングス,Ｇ－令和ＡＨ
297A,アルピコホールディングス,アルピコＨＤ
300A,ＭＩＣ,ＭＩＣ
301A,インデックス,Ｐ－インデックス
298A,ＧＶＡ　ＴＥＣＨ,Ｇ－ＧＶＡＴＥＣＨ
303A,ｖｉｓｕｍｏ,Ｇ－ｖｉｓｕｍｏ
304A,フォルシア,Ｇ－フォルシア
302A,ビースタイルホールディングス,Ｇ－ビースタイルＨＤ
310A,サーティーフォー,Ｐ－サーティーフォー
309A,コスモス調剤,Ｐ－コスモス調剤
315A,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,ＧＸ銀行高配当日株
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,ｉＦＦＡＮＧ＋
318A,ＶＩＸ短期先物指数ＥＴＦ,ＶＩＸ先物ＥＴＦ
313A,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,ｉＳＳＰ５００Ｔ２０
314A,ｉシェアーズ　ゴールド　ＥＴＦ,ｉＳゴールド
312A,シンコーホールディングス,Ｐ－シンコーＨＤ
311A,ＮＰＴ,Ｐ－ＮＰＴ
317A,エス・エム・エス・データテック,Ｐ－ＳＭＳＤＴｅｃｈ
321A,ヒューマンステージホールディングス,Ｐ－ヒューマンＳＨＤ
319A,技術承継機構,Ｇ－技術承継機構
322A,ヒメジ理化,Ｐ－ヒメジ理化
320A,Ｄ＆Ｉ,Ｐ－Ｄ＆Ｉ
323A,フライヤー,Ｇ－フライヤー
328A,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,ＧＸ価格パワー日株
324A,ブッキングリゾート,Ｇ－ブッキングＲ
325A,ＴＥＮＴＩＡＬ,Ｇ－ＴＥＮＴＩＡＬ
326A,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ,Ｐ－エアロラボ
329A,ジールアソシエイツ,Ｐ－ジール
333A,テクノスマイル,Ｐ－テクノスマイル
330A,ＴａｌｅｎｔＸ,Ｇ－ＴａｌｅｎｔＸ
5016,ＪＸ金属,ＪＸ金属
331A,メディックス,メディックス
